麻布十番, 4
中野坂上, 5
小竹向原, 5
高幡不動, 5
京成高砂, 6
御茶ノ水, 6
高田馬場, 6
西日暮里, 8
京王八王子, 1
京王多摩川, 1
和泉多摩川, 1
小田急永山, 1
武蔵五日市, 1
すずかけ台, 2
つつじヶ丘, 2
ひばりヶ丘, 2
上野広小路, 2
上野御徒町, 2
世田谷代田, 2
井の頭公園, 2
京王堀之内, 2
代々木八幡, 2
代々木公園, 2
南阿佐ケ谷, 2
四谷三丁目, 2
国立競技場, 2
国際展示場, 2
地下鉄成増, 2
堀切菖蒲園, 2
大崎広小路, 2
富士見ヶ丘, 2
志村三丁目, 2
成城学園前, 2
新井薬師前, 2
新宿御苑前, 2
新御茶ノ水, 2
本所吾妻橋, 2
松陰神社前, 2
柴崎体育館, 2
武蔵小金井, 2
牛込神楽坂, 2
玉川学園前, 2
町屋二丁目, 2
石神井公園, 2
練馬春日町, 2
練馬高野台, 2
聖蹟桜ヶ丘, 2
荒川一中前, 2
荒川七丁目, 2
荒川二丁目, 2
荒川車庫前, 2
落合南長崎, 2
銀座一丁目, 2
雪が谷大塚, 2
駒場東大前, 2
鬼子母神前, 2
代々木上原, 3
地下鉄赤塚, 4
本郷三丁目, 4
新宿三丁目, 6
青山一丁目, 6
羽田空港第1・第2ターミナル, 1
羽田空港第1ターミナル, 2
羽田空港第2ターミナル, 1
羽田空港第3ターミナル, 4
多摩センター, 1
葛西臨海公園, 1
中野富士見町, 2
六本木一丁目, 2
大井競馬場前, 2
平山城址公園, 2
東尾久三丁目, 2
東池袋四丁目, 2
板橋区役所前, 2
流通センター, 2
滝野川一丁目, 2
祖師ヶ谷大蔵, 2
荒川区役所前, 2
荒川遊園地前, 2
虎ノ門ヒルズ, 2
西ヶ原四丁目, 2
西新井大師西, 2
西新宿五丁目, 2
赤土小学校前, 2
都電雑司ヶ谷, 2
多摩動物公園, 3
国会議事堂前, 4
天王洲アイル, 4
府中競馬正門前, 1
見沼代親水公園, 1
お台場海浜公園, 2
八王子みなみ野, 2
品川シーサイド, 2
大塚・帝京大学, 2
有明テニスの森, 2
東京テレポート, 2
テレコムセンター, 2
京王多摩センター, 2
東京ビッグサイト, 2
高輪ゲートウェイ, 2
京王よみうりランド, 1
中央大学・明星大学, 2
小田急多摩センター, 2
明治神宮前〈原宿〉, 4
とうきょうスカイツリー, 2
押上（スカイツリー前）, 2
押上〈スカイツリー前〉, 3
南町田グランベリーパーク, 1
東京国際クルーズターミナル, 2
